startupName,Industry,Sector,investorName,Date,Multiple Angel Rounds,Follow on VC Funding,Exited,City,Region,Website,More Details,
Advantage Club,IT & ITES,Online Services (B2B - Employee Benefits),"Mumbai Angels,Others",Feb-16,No,Obtained,Non Exited,Gurgaon,North,https://secure.workadvantage.in,"Advantage Club, a mobile platform for corporate-employee benefits, has received an investment of INR 2.7 Cr in a round led by US-based Purvi Ventures, syndicated by Mumbai Angels and other prominent individual investors including Avtar Singh Monga of IDFC Bank, Amitabh Nagpal - Investor in Shopclues, Varun and Himanshu Agarwal of Aspiring Minds, Gaurav Bhatnagar, Ankush Nijhawan and Manish Dhingra of TBO Holidays, Gopi Prashanth, Rajnish Sinha of Genpact and Vibhu Garg of Unicommerce. The funds will be used to enhance the product with analytical features, allowing better individual and corporate level personalization.",
AlmaConnect,IT & ITES,Online Services (Community - Alumni Portal),"Mohandas Pai,Others",Feb-16,Yes,None,Non Exited,Mumbai,West,http://www.almaconnect.com,"AlmaConnect, an alumni networking based social-network, has raised a Pre-Series A round of funding from Mohandas Pai and Varun Aggarwal, co-Founder of Aspiring Minds. The funds will be used to scale its user growth from 250,000 to 1 million and also to take the product global.",
(AppilyEver),IT & ITES,Online Services (Marketplace - Wedding Services),Varun Aggarwal,Feb-16,No,None,Non Exited,Hyderabad,South,https://www.appilyever.com,"AppilyEver, a Hyderabad-based wedding services provider app, has raised $400,000 (INR 2.7 crore) in angel round led by Varun Aggarwal, founder of Univariety. AppilyEver was founded in 2015 by Rakesh Gupta and Sumit Handa. It provides a diverse suite of wedding solutions, spread across web, mobile app, and physical channels to assist the user. The newly raised capital will be utilised for product development and marketing. The platform claims to have over 2000 products and curate over 10 categories for planning a wedding.",
(Ascema),IT & ITES,Enterprise Software (Information Rights Management),Indian Angel Network,Feb-16,No,None,Non Exited,Cardiff,Overseas,http://www.ascema.com/,"Indian Angel Network (IAN) has made an investment in UK-based Ascema (Geolang Holdings Ltd), which provides technology solutions for locating, securing and controlling the movement of sensitive data and intellectual property within cloud collaboration environments and email systems. Nitin Jain and Nitin Singhal have led this round of investment on behalf of IAN and joined the board of the company. The fund will be used for expansion of sales resources.",
(Babyberry),IT & ITES,Mobile VAS (Healthcare),"Navin Patil,Vinay Goyal,Nitin Bagamane",Feb-16,No,None,Non Exited,Bangalore,South,https://www.babyberry.in,"Bangalore-based Cerebrahm Innovations Pvt Ltd, which operates the parenting app BabyBerry, has raised $1 million led by industrialist Nitin Bagamane. Others who joined the round include Vinay Goyal, Founder of Instavans, and Navin Patil, an investor from Belgaum. Founded in 2014 by Balasubramanian Venkatachalam, Subhashini Subramaniam and Dev Vig, BabyBerry, is a child health and wellness platform. The app comes with features like digital vaccination chart and reminders, growth chart, milestone information, health records management and access to the nearest doctors based on geo-location.",
(BimaDirect),IT & ITES,Online Services (Insurance Portal),Sudip Bandyopadhyay,Feb-16,No,None,Non Exited,Hyderabad,South,https://www.bimadirect.com/,Broking industry veteran Sudip Bandyopadhyay has recently brought 50% each in two startups - BimaDirect.Com and DiningPlus - for approximately INR 43 crore.,
Bonhomia,IT & ITES,"Beverages (Capsules - Coffee, Tea)","Kanwaljit Singh,Others",Feb-16,Yes,None,Non Exited,Delhi,North,http://www.coffeecapsules.in/,"Delhi-based Indulge Beverages brand Bonhomia has raised $1 million from HNIs led by Alok Rawat, president of FGWilson and an early investor in Grey Orange Robotics as well as Neeta Mirchandani from Kae Capital and Kanwaljit Singh, the founder of Fireside Ventures, among others. The funds will be used to expand retail presence.",
BroEx,IT & ITES,Mobile VAS (B2B App - Real Estate Brokers),"Growx Ventures,Others",Feb-16,No,None,Non Exited,Gurgaon,North,http://broex.in/,"INR 21.375 Cr. Others = Cyber Agent Asia, Lightspeed Ventures, Blume Ventures. Link Legal advised Lightspeed Ventures on the deal.",
(Careongo),IT & ITES,Mobile VAS (M-Commerce - Marketplace - Pharmacy),Farooq Oomerbhoy,Feb-16,Yes,None,Non Exited,Delh,North,,"App based pharmacy aggregator CareOnGo has raised INR 2 crore in seed funding led by Farooq Oomerbhoy. The startup helps pharmacies with hyperlocal deliveries and is currently operational in Delhi-NCR, Hyderabad, Kolkata and Bangalore. The funding will be deployed primarily towards increasing the number of co-branded stores to over 150 stores across the metro cities of Delhi, Bangalore, Kolkata, Hyderabad with expansion to Mumbai, Chennai and 11 more cities.",
(Dawailelo),IT & ITES,"Online Services (Marketplace - Appointments - Doctors, Diagnostic Tests)","Naveen Nischal,Madhu Gopinath",Feb-16,No,None,Non Exited,Varanasi,North,https://www.dawailelo.com/,"Varanasi-based startup Dawailelo, an online healthcare platform has raised INR 35 lakh (around USD 52,000) in seed funding from two angel investors. The investors included Madhu Gopinath, founder of Opus Group of Companies, and Naveen Nischal, director at Cygnus Medicare. The funding will be used towards upgrading its technology and expansion of its presence. Dawailelo, founded in 2013 by Aditya Agrawal and Arpit Sarin, started operating in Varanasi and recently began expanding to other cities, starting with Panipat. The startup helps people connect with medical stores, doctors, pathology labs through its website and app. It also plans to raise $3 million from investors in March this year.",
(DiningPlus),IT & ITES,Online Services (E-Commerce - Consumer Shopping - Offers & Coupons),Sudip Bandyopadhyay,Feb-16,No,None,Non Exited,Mumbai,West,http://diningplus.in/,Broking industry veteran Sudip Bandyopadhyay has recently brought 50% each in two startups - BimaDirect.Com and DiningPlus - for approximately INR 43 crore.,
(Docket Tech),IT & ITES,Online Services (Legal & Compliance),"Amit Sandill,Nandish Domlur",Feb-16,No,None,Non Exited,Bangalore,South,http://www.dockettech.com/,"Bangalore-based Docket Tech Solutions Pvt Ltd, which operates an on-demand documentation and registration services, has raised funding led by Dr Nandish Domlur, Founder and CEO of Protein Entertainment; Amit Sandill, the Founding Partner of Universal Developers and TopSource, an US-based software and consulting company. The funds will be used to expand the company’s services to Mumbai, Delhi, Kolkata and Chennai.",
(FeetApart),IT & ITES,,Vishal Bali,Feb-16,No,None,Non Exited,Bangalore,South,https://feetapart.com/,"Bangalore-based FeetApart Wellness Pvt Ltd, which runs employee engagement and wellness platform FeetApart, has raised funding from Nielsen Singapore executive Vishal Bali and other investors. The funding process was facilitated through seedX, a platform that enables private placements. Founded in 2014, FeetApart is an app-based social network that helps organisations enhance the fitness level of its employees. It works by suggesting activities, goals and challenges to users and rewards them for achieving personal milestones and winning competitions.",
Finance Buddha,IT & ITES,Online Services (Personal Finance - Loans),Chennai Angels,Feb-16,No,None,Non Exited,Bangalore,South,https://financebuddha.com/,"The Chennai Angels (TCA) has invested in Finance Buddha, a financial services firm, that offers personal loans, unsecured business loans, home loans, loans against property and insurance. The pre-series A round of funding will be used to further develop the firm’s technology platform which will be integrated with various stakeholders in the loan origination, underwriting and disbursal process.",
(Freedom.desi),IT & ITES,M-Commerce - Local Shopping,Kapil Goel,Feb-16,No,None,Non Exited,Delhi,North,http://freedom.desi/,"Freedom Smart Labs Ltd., a Delhi-based retail solutions provider, has raised around $145,000 (INR 1 crore) in seed round of funding from Kapil Goel, managing director of retail chain DCS Group. Serial Entrepreneur, Yogesh Huja, founded Freedom Smart Labs Ltd to provide IoT innovation in retail. Its wifi-based retail solution product Freedom.desi is designed to help retail outlets re-target customers, monitor & boost footfall and provide retailers’ solutions for in store engagement. The firm has presence in 21 malls in and around Delhi-NCR. The company is in talks in the international like malls in Dubai and Turkey to provide full-suite of solutions.",
Ginergercrush,IT & ITES,,"Mumbai Angels,Others",Feb-16,No,Obtained,Non Exited,Vadodara,West,http://www.gingercrush.com/,"Merchandising and product customization platform, Gingercrush has raised a Pre Series A Round of $1 million led by Saha Fund. Mohandas Pai’s family office, Zia Mody (AZB Partners), Mumbai Angels, Ananda Kallugadde (NeoAngels), Rakesh Desai & Rakesh Malhotra (SAR Group) also participated in the current round. Ankita Vashistha, Founder of Saha Fund has joined the Board of Directors.  Pranav Pai, from TV Mohandas Pai’s family office has also joined the Advisory Board at Gingercrush. Gingercrush is an on-demand retail platform where consumers can instantly shop or customize products to fit their personal style and purchase a vast array of products.",
(GlamStudios),Healthcare & Life Sciences,Wellness (Salon Chain),Aqeel Ahmed,Feb-16,No,None,Non Exited,Delhi,North,http://www.glamstudios.in/,"GlamStudios, online aggregator of budget salons, has raised seed funding from former Rategain COO Aqeel Ahmed. GlamStudios was started in 2015, by Sadiya Naseem, an ex-member of OYO Rooms leadership team, along with NIFT graduate Darakhshan and IIT Delhi graduate Feeroz. The startup chain currently has 10 operational salons across NCR. It will use the raised capital to reach out to around 5,000 customers and create a network of 30 salons within the next three months. The startup also intends to develop a mobile app.",
(GoYaNo),IT & ITES,Online Services (Utility - Event Ticketing),Mukesh Kumar,Feb-16,No,None,Non Exited,Delhi,North,http://www.goyano.com/,"GoYaNo, an event and artist discovery marketplace, has raised $50,000 from Carclubindia.com founder Mukesh Kumar Gupta. The current funding is being used primarily to develop a product. The company is also in advanced talks with Chandigarh Angels and some VC firms to close another round of funding. The startup, which is currently present in the Delhi-NCR region, plans to expand to six cities by end of this year. GoYaNo is a marketplace which enables restaurants, artists, event managers to list events and real time offers.",
(Gray Routes),IT & ITES,Enterprise Software (Logistics),"Rahul Gautam,Mahesh Parasuraman",Feb-16,No,None,Non Exited,Mumbai,West,http://grayroutes.in/,"Gray Routes Technology Pvt. Ltd which deals in building technology for the last mile workforce has raised a second round of funding from Mahesh Parasuraman, Co-Founder of VC firm Amicus Capital, Rahul Gautam, a Hong Kong based investment banker and a group of other angels from The Carlyle Group. This round also saw participation from existing investors as well. The startup had earlier secured USD 100,000 from a group of angel investors in Bangalore and Silicon Valley, in July 2013. Gray Routes has appointed Equirus Capital for next round of fund raise. The company will use the fund for international patent protection, developing world class data analytics capabilities as well as domestic expansion.",
